Title,Authors,Abstract,Date,DOI,Source
Clinical Characteristics Hospitalized Patients with SARS-Cov-2 and HBV Co-infection,"Chen, X.; Jiang, Q.; Ma, Z.; Ling, J.; Hu, W.; Cao, Q.; Mo, P.; Yang, R.; Gao, S.; Gui, X.; Xiong, Y.; Li, J.; Zhang, Y.","Background & AimsThe coronavirus disease 2019 (COIVD-19) caused by SARS-CoV-2 has been characterized as a pandemic, which causes a serious public health challenge in the world. A very large group of patients infected by HBV has been reported worldwide, especially in China. In order to answer whether specific treatment strategy on the patients coinfected with HBV and SARS-CoV-2, it requires profound understanding of the clinical characteristics on those patients. However, the impacts of SARS-CoV-2 infection on HBV patients remain largely unknown.

Approach & ResultsIn this retrospective investigation, we included 123 COVID-19 patients admitted to Zhongnan Hospital of Wuhan University, Wuhan, China, from January 5 to March 7, 2020. All enrolled patients are the laboratory confirmed COVID-19 pneumonia cases according to the criteria reported previously. A total of 123 patients were analyzed for their Clinical records, laboratory results including the diagnosis of HBV infection and liver function. Among 123 confirmed COVID-19 patients, the mean age was 51 years old and 59.3% were females (73/123). Fifteen were previously HBV infected patients, 66.7% of them were males (10/15), patients with HBV infection appeared to have a higher incidence of liver cirrhosis and an increased level of total bilirubin. Seven (46.7%) patients with HBV infection were defined as severe cases, while the severity rate was 24.1% for the patients without HBV infection (26/108). The mortality of patients with HBV infection was 13.3% (2/15) compared to 2.8% (3/108) for the patients without HBV infection.

ConclusionsSARS-CoV-2 infection may cause Live function damage in COVID-19 cases and the patients with HBV infection are likely to have more severe disease outcome.",2020-03-27,10.1101/2020.03.23.20040733,medRxiv (Preprint)
Clinical Characteristics of Hospitalized Patients with SARS-CoV-2 and Hepatitis B virus Co-infection,"Chen, X.; Jiang, Q.; Ma, Z.; Ling, J.; Hu, W.; Cao, Q.; Mo, P.; Yang, R.; Gao, S.; Gui, X.; Xiong, Y.; Li, J.; Zhang, Y.","Background & AimsThe coronavirus disease 2019 (COIVD-19) caused by SARS-CoV-2 has been characterized as a pandemic, which causes a serious public health challenge in the world. A very large group of patients infected by HBV has been reported worldwide, especially in China. In order to answer whether specific treatment strategy on the patients coinfected with HBV and SARS-CoV-2, it requires profound understanding of the clinical characteristics on those patients. However, the impacts of SARS-CoV-2 infection on HBV patients remain largely unknown.

Approach & ResultsIn this retrospective investigation, we included 123 COVID-19 patients admitted to Zhongnan Hospital of Wuhan University, Wuhan, China, from January 5 to March 7, 2020. All enrolled patients are the laboratory confirmed COVID-19 pneumonia cases according to the criteria reported previously. A total of 123 patients were analyzed for their Clinical records, laboratory results including the diagnosis of HBV infection and liver function. Among 123 confirmed COVID-19 patients, the mean age was 51 years old and 59.3% were females (73/123). Fifteen were previously HBV infected patients, 66.7% of them were males (10/15), patients with HBV infection appeared to have a higher incidence of liver cirrhosis and an increased level of total bilirubin. Seven (46.7%) patients with HBV infection were defined as severe cases, while the severity rate was 24.1% for the patients without HBV infection (26/108). The mortality of patients with HBV infection was 13.3% (2/15) compared to 2.8% (3/108) for the patients without HBV infection.

ConclusionsSARS-CoV-2 infection may cause Live function damage in COVID-19 cases and the patients with HBV infection are likely to have more severe disease outcome.",2020-03-30,10.1101/2020.03.23.20040733,medRxiv (Preprint)
"Acute kidney injury in patients hospitalized with COVID-19 in Wuhan, China: A single-center retrospective observational study","Xiao, G.; Hu, H.; Wu, F.; Sha, T.; Huang, Q.; Li, H.; Han, J.; Song, W.; Chen, Z.; Zeng, Z.","BackgroundThe kidney may be affected in coronavirus-2019 disease (COVID-19). This study assessed the predictors and outcomes of acute kidney injury (AKI) among individuals with COVID-19.

MethodsThis observational study, included data on all patients with clinically confirmed COVID-19 admitted to Hankou Hospital, Wuhan, China from January 5 to March 8, 2020. Data were extracted from clinical and laboratory records. Follow-up was censored on March 8, 2020.

This is a single-center, retrospective, observational study. Patients clinically confirmed COVID-19 and admitted to Hankou Hospital, Wuhan, China from January 5 to March 8, 2020 were enrolled. We evaluated the association between changes in the incidence of AKI and COVID-19 disease and clinical outcomes by using logistic regression models.

ResultsA total of 287 patients, 55 with AKI and 232 without AKI, were included in the analysis. Compared to patients without AKI, AKI patients were older, predominantly male, and were more likely to present with hypoxia and have pre-existing hypertension and cerebrovascular disease. Moreover, AKI patients had higher levels of white blood cells, D-dimer, aspartate aminotransferase, total bilirubin, creatine kinase, lactate dehydrogenase, procalcitonin, C-reactive protein, a higher prevalence of hyperkalemia, lower lymphocyte counts, and higher chest computed tomographic scores. The incidence of stage 1 AKI was 14.3%, and the incidence of stage 2 or 3 AKI was 4.9%. Patients with AKI had substantially higher mortality.

ConclusionsAKI is an important complication of COVID-19. Older age, male, multiple pre-existing comorbidities, lymphopenia, increased infection indicators, elevated D-dimer, and impaired heart and liver functions were the risk factors of AKI. AKI patients who progressed to stages 2 or 3 AKI had a higher mortality rate. Prevention of AKI and monitoring of kidney function is very important for COVID-19 patients.

Trial registrationNCT04316299(03/19/2020)",2020-04-08,10.1101/2020.04.06.20055194,medRxiv (Preprint)
Liver injury is associated with severe Coronavirus disease 2019 (COVID-19) infection: a systematic review and meta-analysis of retrospective studies,"Parohan, M.; Yaghoubi, S.; Seraj, A.","AimThe Coronavirus disease 2019 (COVID-19) outbreak is a major threat to human beings. Lung injury has been reported as the major outcome of COVID-19 infection. However, liver damage has also been considered to occur in severe cases. Current meta-analysis of retrospective studies was done to summarize available findings on the association between liver injury and severity of COVID-19 infection.

MethodsOnline databases including PubMed, Scopus, Web of Science and Cochrane Library were searched to detect relevant publications up to 1 April 2020, using relevant keywords. To pool data, a fixed- or random-effects model was used depending on the heterogeneity between studies. Furthermore, publication bias test and sensitivity analysis were also done.

ResultsIn total, 20 retrospective studies with 3,428 COVID-19 infected patients (severe cases = 1,455 and mild cases = 1,973), were included in this meta-analysis. Higher serum levels of Aspartate aminotransferase (weighted mean difference = 8.84 U/L, 95% CI = 5.97 to 11.71, P<0.001), Alanine aminotransferase (weighted mean difference = 7.35 U/L, 95% CI = 4.77 to 9.93, P<0.001), total Bilirubin (weighted mean difference = 2.30 mmol/L, 95% CI = 1.24 to 3.36, P<0.001) and lower serum levels of Albumin (weighted mean difference = -4.24 g/L, 95% CI = -6.20 to -2.28, P<0.001), were associated with a significant increase in the severity of COVID-19 infection.

ConclusionsThe incidence of liver injury seems to be higher in patients with severe COVID-19 infection. This finding could help physicians to identify patients with poor prognosis at an early stage.",2020-04-11,10.1101/2020.04.09.20056242,medRxiv (Preprint)
"A Tool to Early Predict Severe 2019-Novel Coronavirus Pneumonia (COVID-19) : A Multicenter Study using the Risk Nomogram in Wuhan and Guangdong, China","Gong, J.; Ou, J.; Qiu, X.; Jie, Y.; Chen, Y.; Yuan, L.; Cao, J.; Tan, M.; Xu, W.; Zheng, F.; Shi, Y.; Hu, B.","BackgroundDue to no reliable risk stratification tool for severe corona virus disease 2019 (COVID-19) patients at admission, we aimed to construct an effective model for early identifying cases at high risk of progression to severe COVID-19.

MethodsIn this retrospective three-centers study, 372 non-severe COVID-19 patients during hospitalization were followed for more than 15 days after admission. Patients who deteriorated to severe or critical COVID-19 and patients who kept non-severe state were assigned to the severe and non-severe group, respectively. Based on baseline data of the two groups, we constructed a risk prediction nomogram for severe COVID-19 and evaluate its performance.

ResultsThe train cohort consisted of 189 patients, while the two independent validation cohorts consisted of 165 and 18 patients. Among all cases, 72 (19.35%) patients developed severe COVID-19. We found that old age, and higher serum lactate dehydrogenase, C-reactive protein, the coefficient of variation of red blood cell distribution width, blood urea nitrogen, direct bilirubin, lower albumin, are associated with severe COVID-19. We generated the nomogram for early identifying severe COVID-19 in the train cohort (AUC 0.912 [95% CI 0.846-0.978], sensitivity 85.71%, specificity 87.58%); in validation cohort (0.853 [0.790-0.916], 77.5%, 78.4%). The calibration curve for probability of severe COVID-19 showed optimal agreement between prediction by nomogram and actual observation. Decision curve and clinical impact curve analysis indicated that nomogram conferred high clinical net benefit.

ConclusionOur nomogram could help clinicians to early identify patients who will exacerbate to severe COVID-19, which will enable better centralized management and early treatment of severe patients.

SummaryOlder age; higher LDH, CRP, RDW, DBIL, BUN; lower ALB on admission correlated with higher odds of severe COVID-19. An effective prognostic nomogram composed of 7 features could allow early identification of patients at risk of exacerbation to severe COVID-19.",2020-04-22,10.1101/2020.03.17.20037515,medRxiv (Preprint)
Liver transplantation without graft ischemia in humans,"Guo, Z.; Zhao, Q.; Huang, S.; Huang, C.; Zhang, J.; Wang, D.; Yang, L.; Chen, M.; Wu, L.; Zhang, Z.; Zhu, Z.; Wang, L.; Zhu, C.; Zhang, Y.; Tang, Y.; Sun, C.; Xiong, W.; Shen, Y.; Chen, X.; Xu, J.; Wang, T.; Ma, Y.; Hu, A.; Chen, Y.; Zhu, X.; Rong, J.; Cai, C.; Gong, F.; Guan, X.; Huang, W.; Ko, D. S.-C.; Li, X.; Huang, J.; Ju, W.; He, X.","BACKGROUNDIschemia-reperfusion injury is considered an inevitable event that compromises posttransplant outcomes. Numerous treatments have been proposed to reduce its impact. However, most of them have had limited success, as none of them can completely avoid graft ischemia.

METHODSIschemia-free liver transplantation (IFLT) comprises surgical techniques to enable continuous oxygenated blood supply to brain-dead donor livers during procurement, preservation and implantation using normothermic machine perfusion technology. In this nonrandomized study, 38 donor livers were transplanted using IFLT and were compared to 130 livers procured and transplanted using a conventional procedure (CLT).

RESULTSOne patient (2.6%) suffered early allograft dysfunction in the IFLT group, compared with 43.8% of patients in the CLT group (absolute risk difference, 41.2 percentage points; 95% confidence interval, -31.3, -51.1). The median (range) peak aspartate aminotransferase levels within the first week (336, 149-4112 vs. 1445, 149-25083 U/L, P<0.001), and the median (range) total bilirubin levels on day 7 (2.11, 0.68-12.47 vs. 5.11, 0.56-51.97 mg/dL, P<0.001) posttransplantation were much lower in the IFLT than in the CLT group. The IFLT recipients had less need for renal replacement therapy (2.6% vs. 16.9%, P=0.02), shorter median (range) intensive care unit stay (34, 12-235 vs. 43.5, 7-936 hours, P=0.003), and higher one-year recipient survival (97.4% vs. 84.6%, P=0.02) and graft survival (94.7% vs. 83.8%, P=0.04) rates than the CLT recipients. The extended criteria donor livers in IFLT yielded faster posttransplant recovery than the standard criteria donor livers in CLT.

CONCLUSIONSIFLT provides a new approach to minimize ischemia-reperfusion injury and improve post-transplant outcomes.

Clinical trial registryThis trial is registered with http://www.chictr.org.cn, number ChiCTR-OPN-17012090.",2020-04-24,10.1101/2020.04.20.20065979,medRxiv (Preprint)
A follow-up study of children infected with SARS-CoV-2 from Western China,"Xu, H.; Liu, E.; Xie, J.; Smyth, R.; Zhou, Q.; Zhao, R.; Zang, N.; Long, X.; Tang, Y.; Estill, J.; Yang, S.; Zhu, J.; Yan, X.; Gong, F.; Tian, W.; Zhou, X.; Mo, Y.; Xiao, H.; Tang, Z.; Chen, Y.; Wang, Y.; Cui, Y.; Fang, X.; Li, F.; Tian, Y.; Li, P.; Deng, Q.; Ren, C.; He, R.; Li, Y.; Qin, H.; Wang, A.; Deng, H.; Wu, J.; Meng, W.; Li, W.; Zhao, Y.; Luo, Z.; Wang, Z.; Cheng, Y.; Wang, G.; Li, Q.","BackgroundTo clarify the characteristic and the duration of positive nucleic acid in children infected with severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), including asymptomatic children.

MethodsA total of 32 children confirmed with SARS-CoV-2 infection between January 24 and February 12, 2020 from four provinces in Western China were enrolled in this study and followed up until discharge and quarantine 14 days later.

ResultsEleven children (34%) were asymptomatic, among whom six children had normal computed tomographic (CT) scan images. Age and gender were not associated with clinical symptoms or the results of CT scan in children infected with SARS-CoV-2. The concentrations of white blood cells and neutrophils were higher in children with asymptomatic infection than in children with clinical symptoms or CT abnormalities. Patients who presented with CT abnormalities had lower D-dimer or lower total bilirubin than those who had normal CT scan but clinical symptoms. All children recovered and no one died or was admitted to the pediatric intensive care unit (PICU). The mean duration of positive SARS-CoV-2 nucleic acid was 15.4 (SD=7.2) days and similar for both asymptomatic children and children with symptoms or CT abnormalities. We found a significant negative correlation between the lymphocyte count and the duration of positive nucleic acid test.

ConclusionsChildren with asymptomatic infection should be quarantined for the same duration as symptomatic patients infected with SARS-CoV-2. The clinical significance and mechanism behind the negative correlation between the number of lymphocytes and the duration of positive SARS-CoV-2 needs further study.",2020-04-24,10.1101/2020.04.20.20073288,medRxiv (Preprint)
Clinical course and risk factors for mortality of COVID-19 patients with pre-existing cirrhosis: A multicenter cohort study,"Qi, X.; Liu, Y.; Fallowfield, J. A.; Wang, J.; Wang, J.; Li, X.; Shi, J.; Pan, H.; Zou, S.; Zhang, H.; Chen, Z.; Li, F.; Luo, Y.; Mei, M.; Liu, H.; Wang, Z.; Li, J.; Yang, H.; Xiang, H.; Li, X.; Liu, T.; Zheng, M.-H.; Liu, C.; Huang, Y.; Xu, D.; Li, X.; Kang, N.; He, Q.; Gu, Y.; Zhang, G.; Shao, C.; Liu, D.; Zhang, L.; Li, X.; Kawada, N.; Jiang, Z.; Wang, F.; Xiong, B.; Takehara, T.; Rockey, D. C.; COVID-Cirrhosis-CHESS Group,  ","BackgroundPatients with pre-existing cirrhosis are considered at increased risk of severe coronavirus disease 2019 (COVID-19) but the clinical course in these patients has not yet been reported. This study aimed to provide a detailed report of the clinical characteristics and outcomes among COVID-19 patients with pre-existing cirrhosis.

MethodsIn this retrospective, multicenter cohort study, we consecutively included all adult inpatients with laboratory-confirmed COVID-19 and pre-existing cirrhosis that had been discharged or had died by 24 March 2020 from 16 designated hospitals in China.

Demographic, clinical, laboratory and radiographic findings on admission, treatment, complications during hospitalization and clinical outcomes were collected and compared between survivors and non-survivors.

FindingsTwenty-one patients were included consecutively in this study, of whom 16 were cured and 5 died in hospital. Seventeen patients had compensated cirrhosis and hepatitis B virus infection was the most common etiology. Lymphocyte and platelet counts were lower, and direct bilirubin levels were higher in patients who died than those who survived (p= 0{middle dot}040, 0{middle dot}032, and 0{middle dot}006, respectively). Acute respiratory distress syndrome and secondary infection were both the most frequently observed complications. Only one patient developed acute on chronic liver failure. Of the 5 non-survivors, all patients developed acute respiratory distress syndrome and 2 patients progressed to multiple organ dysfunction syndrome.

InterpretationLower lymphocyte and platelet counts, and higher direct bilirubin level might represent poor prognostic indicators in SARS-CoV-2-infected patients with pre-existing cirrhosis.",2020-04-28,10.1101/2020.04.24.20072611,medRxiv (Preprint)
"Clinical Characteristics and Short-Term Outcomes of Severe Patients with COVID-19 in Wuhan, China","Feng, X.; Li, P.; Ma, L.; Liang, H.; Lei, J.; Li, W.; Wang, K.; Song, Y.; Li, S.; Yang, W.; Yang, C.","ObjectiveA novel pneumonia (COVID-19) which is sweeping the globe was started in December, 2019, in Wuhan, China. Most deaths occurred in severe and critically cases, but information on prognostic risk factors for severe ill patients is incomplete. Further research is urgently needed to guide clinicians, so we prospectively evaluate the clinical outcomes of 114 severe ill patients with COVID-19 for short-term in the Union Hospital in Wuhan, China.

MethodsIn this single-centered, prospective and observational study, we enrolled 114 severe ill patients with confirmed COVID-19 from Jan 23, 2020 to February 22, 2020. Epidemiological, demographic and laboratory information were collected at baseline, data on treatment and outcome were collected until the day of death or discharge or for the first 28 days after severe ill diagnosis, whichever was shorter. Univariate and multivariate Cox proportional hazard models were used to determine hazard ratios (HRs) and 95% confidence intervals (CIs) of poor outcome.

ResultsAmong enrolled 114 patients, 94 (82.5%) had good outcome while 20 (17.5%) had poor outcome. No significant differences were showed in age, gender and the prevalence of coexisting disorders between outcome groups. Results of multivariate Cox analyses indicated that higher levels of oxygen saturation (HR, 0.123; 95% CI, 0.041-0.369), albumin (HR, 0.060; 95% CI, 0.008-0.460) and arterial partial pressure of oxygen (HR, 0.321; 95% CI, 0.106-0.973) were associated with decreased risk of developing poor outcome within 28 days. In the other hand, higher levels of leucocytes (HR, 5.575; 95% CI, 2.080-14.943), neutrophils (HR, 2.566; 95% CI, 1.022-6.443), total bilirubin (HR, 6.171; 95% CI, 2.458- 15.496), globulin (HR, 2.526; 95% CI, 1.027-6.211), blood urea nitrogen (HR, 5.640; 95% CI, 2.193-14.509), creatine kinase-MB (HR, 3.032; 95% CI, 1.203-7.644), lactate dehydrogenase (HR, 4.607; 95% CI, 1.057-20.090), hypersensitive cardiac troponin I (HR, 5.023; 95% CI, 1.921-13.136), lactate concentration (HR,15.721; 95% CI, 2.099-117.777), Interleukin-10 (HR, 3.551; 95% CI, 1.280-9.857) and C-reactive protein (HR, 5.275; 95% CI, 1.517-18.344) were associated with increased risk of poor outcome development. We also found that traditional Chinese medicine can significantly improve the patients condition, which is conducive to the transformation from severe to mild.

ConclusionIn summary, we firstly reported this single-centered, prospective and observational study for short-term outcome in severe patients with COVID-19. We found that cytokine storm and uncontrolled inflammation responses, liver, kidney, cardiac dysfunction may play important roles in final outcome of severe ill patients with COVID-19. Our study will provide clinicians to be benefit to rapidly estimate the likelihood risk of short-term poor outcome for severe patients.",2020-04-29,10.1101/2020.04.24.20078063,medRxiv (Preprint)
Therapeutic use of blood products for the treatment of autoimmune hemolytic anemia: A network meta-analysis protocol,"Deng, J.","Autoimmune hemolytic anemia is a rare blood disorder that can result in anemic hypoxia. Currently, red blood cell (RBC) transfusion is the only effective method of treating this condition. We propose a network meta-analysis that investigates whether the use of different types of blood products (e.g. suspended RBC, leukoreduced RBC, washed RBC, etc.) can decrease adverse events, increase the rate of remission and improve lab results, including hemoglobin, RBC, reticulocyte counts, hematocrit and total bilirubin.",2020-05-06,10.1101/2020.01.15.20017657,medRxiv (Preprint)
Efficacy of therapeutic plasma exchange for the treatment of autoimmune hemolytic anemia: Protocol for a meta-analysis of randomized controlled trials,"Deng, J.","Autoimmune hemolytic anemia (AIHA) is a rare blood disorder that results in hemolysis of red blood cells (RBCs) due to the presence of autoantibodies in the serum. Previous research has shown that the use of therapeutic plasma exchange therapy (TPE) may be effective at treating AIHA by removing autoimmune antibodies from the intravascular space. However, very little knowledge synthesis is available on the use of TPE in AIHA patients due to the rarity of the disease. We propose a meta-analysis that investigates whether the use of TPE, with or without concurrent treatment regimens, can decrease adverse events, increase remission rate and improve lab results including hemoglobin, RBC, reticulocyte counts, hematocrit and total bilirubin.",2020-05-06,10.1101/2020.02.03.20020214,medRxiv (Preprint)
Identification and Analysis of Shared Risk Factors in Sepsis and High Mortality Risk COVID-19 Patients,"Das, S.; Taylor, K.; Pearson, M.; Kozubek, J.; Pawlowski, M.; Jensen, C. E.; Skowron, Z.; Moller, G. L.; Strivens, M.; Gardner, S.","BACKGROUNDCoronavirus disease 2019 (COVID-19) is a novel coronavirus strain disease caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). The disease is highly transmissible and severe disease including viral sepsis has been reported in up to 16% of hospitalized cases. The admission characteristics associated with increased odds of hospital mortality among confirmed cases of COVID-19 include severe hypoxia, low platelet count, elevated bilirubin, hypoalbuminemia and reduced glomerular filtration rate. These symptoms correlate highly with severe sepsis cases. The diseases also share similar comorbidity risks including dementia, type 2 diabetes mellitus, coronary heart disease, hypertension and chronic renal failure. Sepsis has been observed in up to 59% of hospitalized COVID-19 patients.

It is highly desirable to identify risk factors and novel therapy/drug repurposing avenues for late-stage severe COVID-19 patients. This would enable better protection of at-risk populations and clinical stratification of COVID-19 patients according to their risk for developing life threatening disease.

METHODSAs there is currently insufficient data available for confirmed COVID-19 patients correlating their genomic profile, disease severity and outcome, co-morbidities and treatments as well as epidemiological risk factors (such as ethnicity, blood group, smoking, BMI etc.), a direct study of the impact of host genomics on disease severity and outcomes is not yet possible. We therefore ran a study on the UK Biobank sepsis cohort as a surrogate to identify sepsis associated signatures and genes, and correlated these with COVID-19 patients.

Sepsis is itself a life-threatening inflammatory health condition with a mortality rate of approximately 20%. Like the initial studies for COVID-19 patients, standard genome wide association studies (GWAS) have previously failed to identify more than a handful of genetic variants that predispose individuals to developing sepsis.

RESULTSWe used a combinatorial association approach to analyze a sepsis population derived from UK Biobank. We identified 70 sepsis risk-associated genes, which provide insights into the disease mechanisms underlying sepsis pathogenesis. Many of these targets can be grouped by common mechanisms of action such as endothelial cell dysfunction, PI3K/mTOR pathway signaling, immune response regulation, aberrant GABA and neurogenic signaling.

CONCLUSIONThis study has identified 70 sepsis related genes, many of them for the first time, that can reasonably be considered to be potentially relevant to severe COVID-19 patients. We have further identified 59 drug repurposing candidates for 13 of these targets that can be used for the development of novel therapeutic strategies to increase the survival rate of patients who develop sepsis and potentially severe COVID-19.",2020-05-09,10.1101/2020.05.05.20091918,medRxiv (Preprint)
Recurrence of SARS-CoV-2 PCR positivity in COVID-19 patients: a single center experience and potential implications,"Huang, J.; Zheng, L.; Li, Z.; Hao, S.; Ye, F.; Chen, J.; Yao, X.; Liao, J.; Wang, S.; Zeng, M.; Qiu, L.; Cen, F.; Huang, Y.; Zhu, T.; Xu, Z.; Ye, M.; Yang, Y.; Wang, G.; Li, J.; Wang, L.; Qu, J.; Yuan, J.; Zheng, W.; Zhang, Z.; Li, C.; Whitin, J. C.; Tian, L.; Chubb, H.; Hwa, K.; Gans, H. A.; Ceresnak, S. R.; Zhang, W.; Lu, Y.; Maldonado, Y. A.; Cohen, H. J.; McElhinney, D. B.; Sylvester, K. G.; He, Q.; Wang, Z.; Liu, Y.; Liu, L.; Ling, X. B.","IMPORTANCEHow to appropriately care for patients who become PCR-negative for severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is still not known. Patients who have recovered from coronavirus disease 2019 (COVID-19) could profoundly impact the health care system if a subset were to be PCR-positive again with reactivated SARS-CoV-2.

OBJECTIVETo characterize a single center COVID-19 cohort with and without recurrence of PCR positivity, and develop an algorithm to identify patients at high risk of retest positivity after discharge to inform health care policy and case management decision-making.

DESIGN, SETTING, AND PARTICIPANTSA cohort of 414 patients with confirmed SARS-CoV-2 infection, at The Second Affiliated Hospital of Southern University of Science and Technology in Shenzhen, China from January 11 to April 23, 2020.

EXPOSURESPolymerase chain reaction (PCR) and IgM-IgG antibody confirmed SARS-CoV-2 infection.

MAIN OUTCOMES AND MEASURESUnivariable and multivariable statistical analysis of the clinical, laboratory, radiologic image, medical treatment, and clinical course of admission/quarantine/readmission data to develop an algorithm to predict patients at risk of recurrence of PCR positivity.

RESULTS16.7% (95CI: 13.0%-20.3%) patients retest PCR positive 1 to 3 times after discharge, despite being in strict quarantine. The driving factors in the recurrence prediction model included: age, BMI; lowest levels of the blood laboratory tests during hospitalization for cholinesterase, fibrinogen, albumin, prealbumin, calcium, eGFR, creatinine; highest levels of the blood laboratory tests during hospitalization for total bilirubin, lactate dehydrogenase, alkaline phosphatase; the first test results during hospitalization for partial pressure of oxygen, white blood cell and lymphocyte counts, blood procalcitonin; and the first test episodic Ct value and the lowest Ct value of the nasopharyngeal swab RT PCR results. Area under the ROC curve is 0.786.

CONCLUSIONS AND RELEVANCEThis case series provides clinical characteristics of COVID-19 patients with recurrent PCR positivity, despite strict quarantine, at a 16.7% rate. Use of a recurrence prediction algorithm may identify patients at high risk of PCR retest positivity of SARS-CoV-2 and help modify COVID-19 case management and health policy approaches.

Key PointsO_ST_ABSQuestionC_ST_ABSWhat are the characteristics, clinical presentations, and outcomes of COVID-19 patients with PCR retest positivity after resolution of the initial infection and consecutive negative tests? Can we identify recovered patients, prior to discharge, at risk of the recurrence of SARS-CoV-2 PCR positivity?

FindingsIn this series of 414 COVID-19 inpatients discharged to a designated quarantine center, 69 retest positive (13 with 2 readmissions, and 3 with 3 readmissions). A multivariable model was developed to predict the risk of the recurrence of SARS-CoV-2 PCR positivity.

MeaningRate and timing of the recurrence of PCR positivity following strict quarantine were characterized. Our prediction algorithm may have implications for COVID-19 clinical treatment, patient management, and health policy.",2020-05-10,10.1101/2020.05.06.20089573,medRxiv (Preprint)
